Tube Name:,strain_number,Sample ID:,All Events ,P1 Events,V1L Events,V1R Events,H1-UR Events,H1-UL Events,H1-LL Events,H1-LR Events,P2 Events,P3 Events,All Events  % Total,P1 % Total,V1L % Total,V1R % Total,H1-UR % Total,H1-UL % Total,H1-LL % Total,H1-LR % Total,P2 % Total,P3 % Total,All Events  % Parent,P1 % Parent,V1L % Parent,V1R % Parent,H1-UR % Parent,H1-UL % Parent,H1-LL % Parent,H1-LR % Parent,P2 % Parent,P3 % Parent,All Events  Mean FITC-A,P1 Mean FITC-A,V1L Mean FITC-A,V1R Mean FITC-A,H1-UR Mean FITC-A,H1-UL Mean FITC-A,H1-LL Mean FITC-A,H1-LR Mean FITC-A,P2 Mean FITC-A,P3 Mean FITC-A,All Events  Mean FSC-A,P1 Mean FSC-A,V1L Mean FSC-A,V1R Mean FSC-A,H1-UR Mean FSC-A,H1-UL Mean FSC-A,H1-LL Mean FSC-A,H1-LR Mean FSC-A,P2 Mean FSC-A,P3 Mean FSC-A,All Events  Mean SSC-A,P1 Mean SSC-A,V1L Mean SSC-A,V1R Mean SSC-A,H1-UR Mean SSC-A,H1-UL Mean SSC-A,H1-LL Mean SSC-A,H1-LR Mean SSC-A,P2 Mean SSC-A,P3 Mean SSC-A,All Events  Mean FSC-Width,P1 Mean FSC-Width,V1L Mean FSC-Width,V1R Mean FSC-Width,H1-UR Mean FSC-Width,H1-UL Mean FSC-Width,H1-LL Mean FSC-Width,H1-LR Mean FSC-Width,P2 Mean FSC-Width,P3 Mean FSC-Width,All Events  Mean Time,P1 Mean Time,V1L Mean Time,V1R Mean Time,H1-UR Mean Time,H1-UL Mean Time,H1-LL Mean Time,H1-LR Mean Time,P2 Mean Time,P3 Mean Time,All Events  CV FITC-A,P1 CV FITC-A,V1L CV FITC-A,V1R CV FITC-A,H1-UR CV FITC-A,H1-UL CV FITC-A,H1-LL CV FITC-A,H1-LR CV FITC-A,P2 CV FITC-A,P3 CV FITC-A,All Events  rCV FITC-A,P1 rCV FITC-A,V1L rCV FITC-A,V1R rCV FITC-A,H1-UR rCV FITC-A,H1-UL rCV FITC-A,H1-LL rCV FITC-A,H1-LR rCV FITC-A,P2 rCV FITC-A,P3 rCV FITC-A
01-Well-G7,1,,200000,125593,9016,116577,0,2,3286,65925,198998,69213,100.00%,62.80%,4.51%,58.29%,0.00%,0.00%,1.64%,32.96%,99.50%,34.61%,100.00%,62.80%,7.18%,92.82%,0.00%,0.00%,4.75%,95.25%,99.50%,55.11%,31352.6,31915.4,3067.4,34146.4,####,1988.3,3586.7,35224.8,31393,33721.8,14085.8,13089.9,10706.6,13274.2,####,9052.9,11326,13430,14096.4,13330,9706.1,10049.6,8488.1,10170.3,####,8863.7,10049.9,10741,9701.6,10708.2,719.9,736.1,714.2,737.8,####,697.6,693.4,712.7,720.2,711.8,943053.3,943163.9,800861.9,954169.5,####,914688,753791.8,950104.6,947755.6,940783.3,55.21%,44.07%,153.84%,34.90%,####,75.20%,146.96%,27.67%,55.12%,34.72%,37.83%,33.53%,90.45%,30.58%,####,78.84%,100.01%,26.46%,37.79%,28.17%
01-Well-G8,1,,6542,1064,935,129,0,0,360,64,5060,424,100.00%,16.26%,14.29%,1.97%,0.00%,0.00%,5.50%,0.98%,77.35%,6.48%,100.00%,16.26%,87.88%,12.12%,0.00%,0.00%,84.91%,15.09%,77.35%,39.85%,1622.5,5674.5,455.4,43502.8,####,####,437.1,49479.7,1649.8,7839.8,10762.1,11878.2,11806.4,12398.3,####,####,8647.3,12920,11669.9,9292.2,22662.9,13068.1,13533.5,9695.3,####,####,11445,10969.7,22611.1,11373.3,574.8,755.7,758,739.3,####,####,707.6,719.3,578.3,709.4,1387221.1,1186930.8,1104085.4,1787399.1,####,####,1069407.5,2095122,505887.9,1224232.3,715.87%,299.38%,253.19%,62.78%,####,####,311.04%,68.57%,756.56%,280.04%,204.26%,111.57%,102.15%,43.09%,####,####,94.76%,52.92%,191.12%,103.28%
01-Well-G9,1,,200000,143128,23822,119306,0,0,11886,73809,198444,85695,100.00%,71.56%,11.91%,59.65%,0.00%,0.00%,5.94%,36.90%,99.22%,42.85%,100.00%,71.56%,16.64%,83.36%,0.00%,0.00%,13.87%,86.13%,99.22%,59.87%,22507.4,23558.2,8444.9,26575.9,####,####,9919.2,26592.8,22549,24280.1,12518.9,12320.6,9698.1,12844.3,####,####,10342.6,12948.6,12528.4,12587.1,9460.2,9942.5,7724.7,10385.3,####,####,8868.7,10624.5,9454.8,10381,693.6,709.9,681.5,715.5,####,####,675.3,695.5,693.8,692.7,444005.1,445082.2,407077.7,452670.6,####,####,410941.9,450928.3,447414,445382.2,79.03%,47.75%,74.34%,35.54%,####,####,64.59%,25.57%,79.00%,36.54%,39.55%,35.85%,44.12%,29.03%,####,####,29.59%,25.35%,39.49%,30.72%
01-Well-G10,1,,200000,145034,10048,134986,0,0,4587,85447,197382,90034,100.00%,72.52%,5.02%,67.49%,0.00%,0.00%,2.29%,42.72%,98.69%,45.02%,100.00%,72.52%,6.93%,93.07%,0.00%,0.00%,5.09%,94.91%,98.69%,62.08%,103627.5,107683.9,1924.5,115556.4,####,####,2237.6,113867.5,103882.4,108180.2,12877,12628.3,10291.4,12802.2,####,####,11007.6,12779.2,12889.8,12688.9,9959.3,10264,8517.6,10394,####,####,9693.9,10471.1,9952.3,10431.5,693.6,709.1,687.2,710.7,####,####,682.1,691.7,694,691.2,387438.2,386988.6,340953.7,390415.3,####,####,324811.9,387716.7,392454.8,384511.9,66.52%,51.71%,160.30%,42.72%,####,####,155.31%,33.34%,66.44%,41.04%,42.18%,38.62%,100.78%,35.07%,####,####,98.46%,31.78%,42.05%,34.26%
01-Well-G11,1,,200000,146731,6405,140326,0,0,3041,89057,195523,92098,100.00%,73.37%,3.20%,70.16%,0.00%,0.00%,1.52%,44.53%,97.76%,46.05%,100.00%,73.37%,4.37%,95.63%,0.00%,0.00%,3.30%,96.70%,97.76%,62.77%,41678,42989.6,2918.2,44818.6,####,####,3268.1,43718.2,41783.8,42382.6,11829,11676,9501.6,11775.3,####,####,10281.2,11810.2,11846.5,11759.7,9018.9,9473.6,7915,9544.7,####,####,8901.2,9516.8,9001.7,9496.5,672.4,686.8,665.1,687.8,####,####,671.7,675.4,672.8,675.3,271334.1,264799.7,238800.5,265986.3,####,####,227208.8,266359.9,277341.4,265067.2,58.25%,49.56%,155.09%,44.47%,####,####,148.55%,32.90%,58.28%,37.53%,39.90%,37.65%,122.13%,35.71%,####,####,121.56%,31.27%,39.89%,32.70%
01-Well-G12,1,,200000,141645,5779,135866,0,0,2462,84284,197815,86746,100.00%,70.82%,2.89%,67.93%,0.00%,0.00%,1.23%,42.14%,98.91%,43.37%,100.00%,70.82%,4.08%,95.92%,0.00%,0.00%,2.84%,97.16%,98.91%,61.24%,51644.4,53561.6,1817.8,55762.5,####,####,2097,56179.3,51739.2,54644.4,12415.5,12165.3,10081.4,12254,####,####,10869.9,12467.7,12430,12422.4,9161.3,9709.4,8297.9,9769.5,####,####,9568.6,10075.1,9162.9,10060.7,690.1,704.9,687.1,705.7,####,####,682.3,690.4,690.4,690.2,432265.9,430046.3,359200.9,433059.7,####,####,327149.6,428198.5,436944.3,425330.5,66.94%,44.85%,179.57%,39.39%,####,####,172.90%,28.70%,66.99%,33.42%,37.67%,34.34%,102.87%,32.67%,####,####,101.33%,28.17%,37.60%,29.36%
01-Well-H1,2,,200000,136685,5362,131323,0,1,2821,82240,196555,85062,100.00%,68.34%,2.68%,65.66%,0.00%,0.00%,1.41%,41.12%,98.28%,42.53%,100.00%,68.34%,3.92%,96.08%,0.00%,0.00%,3.32%,96.68%,98.28%,62.23%,99968.8,104583.6,2503.1,108751.6,####,979.3,2789.2,104764.9,100208.8,101381.7,11539.3,11615.8,9688.1,11694.5,####,12347.6,10341.9,11654.1,11552.8,11610.6,8221.2,9012.8,8013.6,9053.6,####,9259,8772.6,8930.7,8207.8,8925.5,669.9,688,665.9,688.9,####,714.8,673.2,672.7,670.1,672.7,239155.2,230716.5,205173.1,231759.4,####,141186,200976.3,231443.8,243228.7,230432.3,79.87%,72.65%,156.63%,68.60%,####,0.00%,153.36%,62.18%,79.87%,65.71%,84.62%,82.05%,120.02%,78.92%,####,0.00%,116.96%,77.65%,84.58%,79.89%
01-Well-H2,1,,200000,132055,131178,877,0,1,80171,131,196183,80303,100.00%,66.03%,65.59%,0.44%,0.00%,0.00%,40.09%,0.07%,98.09%,40.15%,100.00%,66.03%,99.34%,0.66%,0.00%,0.00%,99.84%,0.16%,98.09%,60.81%,4450.3,4716,4519,34185,####,62.4,4476.6,66451.8,4451.6,4577.7,12079.2,12105.7,12017.2,25341.7,####,11434.3,12163.2,13160.4,12099.7,12164.8,8493.6,9337.5,9252.2,22101.3,####,7508,9370.1,11285.5,8485.1,9373.2,680.3,699.9,697.5,1046,####,627.9,682.2,687.6,680.8,682.2,290766.6,285861.2,285839.6,289088.1,####,87755,288652.9,213016.3,296252.1,288527.1,104.59%,101.64%,54.83%,119.51%,####,0.00%,46.82%,84.59%,104.21%,86.71%,52.38%,49.95%,49.66%,17.20%,####,0.00%,44.60%,84.80%,52.36%,44.67%
01-Well-H3,1,,200000,99951,6131,93820,0,1,2003,51745,197061,53749,100.00%,49.98%,3.07%,46.91%,0.00%,0.00%,1.00%,25.87%,98.53%,26.87%,100.00%,49.98%,6.13%,93.87%,0.00%,0.00%,3.73%,96.27%,98.53%,53.78%,61725.4,65836.2,1825.9,70019.2,####,662.5,2095.5,69851.9,61862.9,67325.6,12989,12220,10229.1,12350.2,####,9880.6,10993.7,12421.6,13010.7,12368.4,8222.5,9675.1,8542.8,9749.1,####,17608.9,10245.2,10209.1,8207.7,10210.6,701.3,712.6,694.6,713.8,####,677.7,685.2,688.2,701.7,688.1,359040.6,339391.3,293101.6,342416.3,####,564806,259547.7,339147.8,364271,336185.6,56.10%,49.49%,173.71%,41.52%,####,0.00%,164.44%,30.29%,56.02%,36.26%,40.11%,36.81%,99.43%,33.87%,####,0.00%,101.69%,29.63%,40.07%,31.15%
01-Well-H4,1,,200000,142782,142266,516,0,0,79920,286,197569,80206,100.00%,71.39%,71.13%,0.26%,0.00%,0.00%,39.96%,0.14%,98.78%,40.10%,100.00%,71.39%,99.64%,0.36%,0.00%,0.00%,99.64%,0.36%,98.78%,56.17%,1160.8,1199.4,902.6,83031.1,####,####,947.4,89070.5,1162.4,1261.6,12302.6,12162.4,12160.3,12754,####,####,12608.1,12768.2,12317.2,12608.7,9138,9732,9729.7,10371.7,####,####,10426.1,10656.3,9139.1,10427,695.4,711.9,711.9,730.7,####,####,694.2,693.5,695.8,694.2,420647.9,420194.6,420301.1,390817.2,####,####,413769.9,387292.1,425718.6,413675.5,460.04%,442.64%,51.69%,38.48%,####,####,41.35%,35.13%,460.65%,442.91%,49.69%,45.01%,44.90%,40.25%,####,####,38.14%,35.69%,49.63%,38.26%
01-Well-H5,1,,200000,134900,89212,45688,0,0,52873,25046,198647,77919,100.00%,67.45%,44.61%,22.84%,0.00%,0.00%,26.44%,12.52%,99.32%,38.96%,100.00%,67.45%,66.13%,33.87%,0.00%,0.00%,67.86%,32.14%,99.32%,57.76%,15831.1,16600.4,11036,27465.7,####,####,12069.9,28408.3,15854.1,17321.6,12872.1,12418,11251.2,14696.3,####,####,12307.6,14040.2,12884.7,12864.5,9062.1,9588,8451.7,11806.9,####,####,9748.8,11523.9,9047.9,10319.4,705.8,723.2,707.5,753.9,####,####,698.7,715.6,706,704.2,785045.1,781265,766315.7,810455.5,####,####,748738.5,793510.1,790332.9,763129.8,108.01%,101.85%,29.86%,92.42%,####,####,26.39%,93.88%,107.95%,98.94%,37.21%,35.04%,25.19%,18.69%,####,####,23.45%,16.07%,37.16%,31.58%
01-Well-H6,1,,39131,14606,1985,12621,0,1,902,7900,18938,8803,100.00%,37.33%,5.07%,32.25%,0.00%,0.00%,2.31%,20.19%,48.40%,22.50%,100.00%,37.33%,13.59%,86.41%,0.00%,0.01%,10.25%,89.74%,48.40%,60.27%,62278.2,63033.5,1846.9,72656.8,####,2187.1,2197.9,70600.6,56459.3,63584,17255.4,14989.6,12350.5,15404.6,####,14789.6,12224.1,14558.5,16535.9,14319.3,12420.1,11255.5,10894.4,11312.3,####,13714.1,11044.1,10780.6,12994.8,10808,712.4,751.4,743.2,752.7,####,663.3,717.3,727.8,699.2,726.7,3064127,3157245.5,2251752.5,3299659,####,3451821,2227188,3285420.8,1339395.9,3177007.8,72.66%,53.79%,177.02%,35.02%,####,0.00%,169.81%,29.64%,82.60%,45.18%,59.11%,41.36%,98.35%,32.71%,####,0.00%,103.05%,28.21%,82.34%,33.35%
01-Well-H7,1,,54856,19789,2929,16860,0,2,1430,10458,26365,11890,100.00%,36.07%,5.34%,30.74%,0.00%,0.00%,2.61%,19.06%,48.06%,21.67%,100.00%,36.07%,14.80%,85.20%,0.00%,0.02%,12.03%,87.96%,48.06%,60.08%,51173.1,51473.2,1485.8,60157.2,####,1511.4,1787.6,58233.2,46480.3,51435,21280,14685.1,12543.6,15057.1,####,15777.3,12292.9,14073.1,22811.5,13859.3,13823.6,10943.3,10365.5,11043.7,####,12537.3,10571.5,10295.2,15872.1,10328.8,713.5,743.6,735.4,745,####,721.6,708.2,720.7,699.2,719.2,3112619.3,3205811.3,2599627.5,3311120.5,####,4083133,2599170.5,3273533.3,1374215,3192564.3,69.91%,54.75%,181.86%,34.13%,####,24.48%,177.37%,29.88%,78.25%,47.82%,53.06%,40.39%,91.24%,31.35%,####,25.66%,95.55%,28.71%,68.04%,34.98%
01-Well-H8,1,,7047,934,910,24,0,0,411,12,5285,423,100.00%,13.25%,12.91%,0.34%,0.00%,0.00%,5.83%,0.17%,75.00%,6.00%,100.00%,13.25%,97.43%,2.57%,0.00%,0.00%,97.16%,2.84%,75.00%,45.29%,619.8,2015.3,459.5,61004.4,####,####,440.6,59340.5,512.5,2111.5,8567.8,10641.3,10599,12243.8,####,####,8850.6,11218.3,8562.5,8917.8,18995.2,12296.4,12349,10302.8,####,####,11422.2,10156.9,18460.7,11386.3,548.7,736.5,737.2,707.9,####,####,703.8,689.7,543.8,703.4,1397930.6,1285711.5,1276720.4,1626626.3,####,####,1297339.6,1455764.9,431856.1,1301834,796.65%,553.53%,221.55%,58.65%,####,####,255.51%,48.74%,843.85%,516.37%,211.65%,107.66%,106.24%,43.34%,####,####,100.23%,37.77%,216.46%,102.56%
01-Well-H9,1,,200000,107211,107200,11,0,19,54189,5,165104,54213,100.00%,53.61%,53.60%,0.01%,0.00%,0.01%,27.09%,0.00%,82.55%,27.11%,100.00%,53.61%,99.99%,0.01%,0.00%,0.04%,99.96%,0.01%,82.55%,50.57%,2712.6,2719.5,2713.4,61500.8,####,1212.5,2924.5,67649.1,2702.9,2929.9,14944,13040.1,13039.5,19168.5,####,14443.3,13313.2,11726.3,14899.8,13313.4,9684.7,9785.2,9784.5,16578.8,####,11412.2,10530.9,10136.3,9713.8,10531.2,724.5,741.1,741,793.5,####,712.2,714,714.1,723.5,714,1866907.9,1880395.5,1880461.5,1236253.6,####,1370313.1,1866759.1,714035.8,1576766.8,1866478.9,104.77%,52.67%,46.79%,49.27%,####,48.48%,39.40%,26.40%,112.77%,45.00%,46.29%,39.21%,39.21%,28.56%,####,26.89%,32.44%,20.71%,46.68%,32.46%
01-Well-H10,1,,200000,138536,7592,130944,0,3,3303,80913,197065,84219,100.00%,69.27%,3.80%,65.47%,0.00%,0.00%,1.65%,40.46%,98.53%,42.11%,100.00%,69.27%,5.48%,94.52%,0.00%,0.00%,3.92%,96.07%,98.53%,60.79%,84436.4,85541.4,1906.7,90390.4,####,17407.6,2274.6,89065.3,84634.5,85658.8,14618.1,12983.1,10625.8,13119.8,####,17546.4,11429.9,13135.5,14655.7,13068.8,12789.1,10548.9,8743.2,10653.6,####,11732.7,10082.1,10775.8,12834.5,10748.6,700.2,713.6,695,714.7,####,783.7,687.5,696.5,700.5,696.2,410126.1,407685.7,346520.2,411232,####,313787.3,337340.6,408214.1,416103.3,405431.2,60.51%,49.14%,171.70%,41.98%,####,158.26%,160.39%,32.66%,60.47%,38.68%,40.93%,37.09%,108.09%,34.49%,####,56.37%,108.63%,31.08%,40.89%,32.87%
01-Well-H11,1,,200000,131463,5620,125843,0,3,2743,77878,194351,80624,100.00%,65.73%,2.81%,62.92%,0.00%,0.00%,1.37%,38.94%,97.18%,40.31%,100.00%,65.73%,4.27%,95.73%,0.00%,0.00%,3.40%,96.59%,97.18%,61.33%,71452.3,74821.1,2252.2,78061.9,####,877,2413.7,76197.2,71673,73684.2,11829.7,11810.1,9961.5,11892.6,####,13362.3,10766.6,11895.7,11850,11857.3,8202.1,9050.5,7951.7,9099.6,####,11621.2,8918.1,9067.1,8168.7,9062.1,675,693.5,673.1,694.4,####,665.7,677.5,676.2,675.4,676.2,231630.6,225304.7,207029.2,226120.8,####,185709.7,200901.3,226264.9,238095.6,225400.5,61.50%,50.28%,166.06%,44.97%,####,47.87%,160.08%,32.63%,61.51%,37.83%,40.31%,38.31%,128.14%,36.22%,####,15.42%,121.79%,31.52%,40.22%,32.95%
01-Well-H12,1,,200000,134970,5669,129301,0,0,2308,76093,196968,78401,100.00%,67.48%,2.83%,64.65%,0.00%,0.00%,1.15%,38.05%,98.48%,39.20%,100.00%,67.48%,4.20%,95.80%,0.00%,0.00%,2.94%,97.06%,98.48%,58.09%,101743,105947.4,1738.6,110516.3,####,####,2115,111568.3,102003.9,108346.2,13752.2,12469.3,10442.9,12558.1,####,####,11311.6,12836.2,13749.4,12791.3,12262.3,9818.8,8580,9873.1,####,####,9988.9,10327.6,12204.8,10317.6,696.1,712.9,698.6,713.5,####,####,687.4,695.3,696.8,695.1,419346.9,418755.9,358345.8,421404.5,####,####,343338.9,414528.1,425663.6,412432.4,60.26%,47.19%,174.17%,41.59%,####,####,162.76%,33.56%,60.20%,38.09%,40.47%,37.40%,106.42%,35.45%,####,####,107.72%,31.79%,40.37%,33.21%
