Experiment Name:,Exp_20200331_1

Tube Name:,Sample ID:,All Events ,P1 Events,V1L Events,V1R Events,H2-UR Events,H2-UL Events,H2-LL Events,H2-LR Events,P2 Events,All Events  % Total,P1 % Total,V1L % Total,V1R % Total,H2-UR % Total,H2-UL % Total,H2-LL % Total,H2-LR % Total,P2 % Total,All Events  % Parent,P1 % Parent,V1L % Parent,V1R % Parent,GR % Parent,mCherry % Parent,H2-LL % Parent,GFP % Parent,P2 % Parent,All Events  Mean FITC-A,P1 Mean FITC-A,V1L Mean FITC-A,V1R Mean FITC-A,H2-UR Mean FITC-A,H2-UL Mean FITC-A,H2-LL Mean FITC-A,H2-LR Mean FITC-A,P2 Mean FITC-A,All Events  Mean ECD-A,P1 Mean ECD-A,V1L Mean ECD-A,V1R Mean ECD-A,H2-UR Mean ECD-A,H2-UL Mean ECD-A,H2-LL Mean ECD-A,H2-LR Mean ECD-A,P2 Mean ECD-A,All Events  Mean FSC-A,P1 Mean FSC-A,V1L Mean FSC-A,V1R Mean FSC-A,H2-UR Mean FSC-A,H2-UL Mean FSC-A,H2-LL Mean FSC-A,H2-LR Mean FSC-A,P2 Mean FSC-A
#167-1,,108284,100000,29012,70988,6129,22930,3083,58409,90551,100.00%,92.35%,26.79%,65.56%,5.66%,21.18%,2.85%,53.94%,83.62%,100.00%,92.35%,29.01%,70.99%,6.77%,25.32%,3.40%,64.50%,90.55%,20176.1,21022.1,222.4,29522.7,9989.6,216.3,178.5,26635.8,17918.2,9293.4,9671.2,29113.1,1725.5,7927.4,32909.1,1389.7,840.9,9459.8,46406.7,48019.6,44160.1,49596.9,45040.3,42836.1,38691.4,43227.4,43096.6
#167-2,,108721,100000,29241,70759,5827,23070,3087,58790,90774,100.00%,91.98%,26.90%,65.08%,5.36%,21.22%,2.84%,54.07%,83.49%,100.00%,91.98%,29.24%,70.76%,6.42%,25.41%,3.40%,64.77%,90.77%,20175.0,21144.4,223.6,29789.9,9916.2,218.2,188.4,26765.8,18033.4,9244.7,9701.0,29133.2,1670.7,7514.0,33228.2,1236.7,850.7,9520.2,45759.4,47544.9,43914.8,49045.1,44051.8,42487.0,38052.2,42867.9,42683.3
#168-1,,107555,100000,51603,48397,6253,44225,3393,38061,91932,100.00%,92.98%,47.98%,45.00%,5.81%,41.12%,3.15%,35.39%,85.47%,100.00%,92.98%,51.60%,48.40%,6.80%,48.11%,3.69%,41.40%,91.93%,12969.5,13442.6,213.2,27548.3,8825.5,208.5,147.5,25964.8,11455.8,15024.2,15646.2,28262.2,2194.5,7967.2,29734.4,2808.4,819.0,15288.8,45264.8,46688.2,44226.1,49313.4,45033.0,43020.7,37394.7,43234.5,43038.5
#168-2,,108777,100000,51507,48493,6215,44258,3252,38373,92098,100.00%,91.93%,47.35%,44.58%,5.71%,40.69%,2.99%,35.28%,84.67%,100.00%,91.93%,51.51%,48.49%,6.75%,48.06%,3.53%,41.67%,92.10%,12866.5,13502.5,211.2,27619.8,9090.2,207.8,143.9,26122.7,11602.5,15796.3,16582.8,30157.1,2164.8,7485.8,31943.3,2593.1,881.6,16314.5,44283.1,45978.9,43305.5,48818.6,44632.4,42262.3,36788.9,42801.8,42453.8
#169-1,,107196,100000,67357,32643,5829,58849,3416,24056,92150,100.00%,93.29%,62.84%,30.45%,5.44%,54.90%,3.19%,22.44%,85.96%,100.00%,93.29%,67.36%,32.64%,6.33%,63.86%,3.71%,26.11%,92.15%,8750.5,8989.8,201.6,27123.7,8663.0,198.3,103.8,26524.4,7602.8,20281.7,20982.9,29711.5,2971.9,7851.1,30544.2,4010.8,870.6,20378.7,44486.8,45678.2,43967.5,49208.2,44873.2,42591.9,36769.1,42874.7,42594.2
#169-2,,107993,100000,67826,32174,5504,59179,3674,24085,92442,100.00%,92.60%,62.81%,29.79%,5.10%,54.80%,3.40%,22.30%,85.60%,100.00%,92.60%,67.83%,32.17%,5.95%,64.02%,3.97%,26.05%,92.44%,8545.9,8871.1,204.6,27141.1,8428.7,202.3,111.5,26459.1,7529.5,19742.3,20698.0,29186.2,2804.2,7506.8,30250.6,3710.3,850.0,20181.5,43533.8,45048.3,43266.3,48805.0,44568.0,42115.4,36117.6,42543.5,42134.6
#170-1,,107819,100000,44033,55967,6237,37229,2758,44470,90694,100.00%,92.75%,40.84%,51.91%,5.78%,34.53%,2.56%,41.25%,84.12%,100.00%,92.75%,44.03%,55.97%,6.88%,41.05%,3.04%,49.03%,90.69%,15628.5,16165.8,221.3,28710.3,9020.9,216.4,154.6,26647.1,13779.8,13937.2,14433.7,30168.1,2054.4,7472.5,31692.2,2675.4,855.3,14023.9,48045.2,49151.1,46353.0,51352.5,46712.1,44787.1,38579.1,44650.9,44663.9
#170-2,,108536,100000,43716,56284,6203,37099,2802,45005,91109,100.00%,92.14%,40.28%,51.86%,5.72%,34.18%,2.58%,41.47%,83.94%,100.00%,92.14%,43.72%,56.28%,6.81%,40.72%,3.08%,49.40%,91.11%,15698.9,16366.3,221.3,28906.2,8935.5,217.1,155.9,26795.1,13937.5,12972.6,13538.3,28695.7,1765.5,7409.1,30428.9,2599.3,820.1,13379.9,47067.9,48564.7,45586.8,50877.6,46416.1,44288.7,38634.0,44206.4,44219.0
#171-1,,108211,100000,28466,71534,4134,22715,3031,58965,88845,100.00%,92.41%,26.31%,66.11%,3.82%,20.99%,2.80%,54.49%,82.10%,100.00%,92.41%,28.47%,71.53%,4.65%,25.57%,3.41%,66.37%,88.85%,32986.4,34144.3,234.6,47638.2,17115.6,223.5,249.2,38746.3,26577.3,13531.0,14189.3,44911.7,1963.7,11395.2,50645.6,283.6,928.3,14104.6,49890.3,50834.3,44538.1,53339.7,45770.5,42519.2,39573.2,43261.3,43062.5
#171-2,,108633,100000,28606,71394,4160,22701,3143,58725,88729,100.00%,92.05%,26.33%,65.72%,3.83%,20.90%,2.89%,54.06%,81.68%,100.00%,92.05%,28.61%,71.39%,4.69%,25.58%,3.54%,66.18%,88.73%,32323.6,33827.2,227.1,47290.1,17649.6,217.2,236.7,38506.0,26376.5,14039.8,14767.8,45405.5,2491.9,11819.0,51443.8,271.5,929.3,14340.5,48934.9,50288.8,44023.9,52799.0,45838.7,42225.4,38455.4,42732.5,42596.9
#172-1,,106048,100000,17537,82463,7740,13353,2193,67918,91204,100.00%,94.30%,16.54%,77.76%,7.30%,12.59%,2.07%,64.04%,86.00%,100.00%,94.30%,17.54%,82.46%,8.49%,14.64%,2.40%,74.47%,91.20%,23787.4,24348.5,241.3,29475.2,11541.6,231.6,202.9,27068.3,21175.6,7017.7,7224.1,33016.3,1739.0,7982.0,38551.7,684.8,876.4,6990.7,46799.9,47780.3,43825.7,48621.3,44510.3,42368.6,38622.2,42952.5,42895.1
#172-2,,108140,100000,18024,81976,7442,13566,2492,68053,91553,100.00%,92.47%,16.67%,75.81%,6.88%,12.54%,2.30%,62.93%,84.66%,100.00%,92.47%,18.02%,81.98%,8.13%,14.82%,2.72%,74.33%,91.55%,22965.7,24052.9,237.6,29289.2,11098.3,231.9,216.9,26971.3,20990.6,6700.7,7011.7,31103.2,1714.7,8025.0,37833.1,457.4,864.1,6913.0,45284.4,46559.5,42106.5,47538.5,43898.9,41363.2,37534.9,42216.1,42099.1
#173-1,,107768,100000,38275,61725,9166,31636,3220,47793,91815,100.00%,92.79%,35.52%,57.28%,8.51%,29.36%,2.99%,44.35%,85.20%,100.00%,92.79%,38.28%,61.73%,9.98%,34.46%,3.51%,52.05%,91.82%,16002.6,16675.3,227.6,26874.3,9521.7,222.4,183.5,25885.5,14508.0,12474.8,12938.4,30407.8,2105.9,7753.1,33196.3,1499.3,868.4,12716.8,44346.7,45756.9,42705.7,47648.9,43496.3,41789.6,37261.2,42287.9,42060.6
#173-2,,106691,100000,38645,61355,9522,32079,3102,47293,91996,100.00%,93.73%,36.22%,57.51%,8.92%,30.07%,2.91%,44.33%,86.23%,100.00%,93.73%,38.64%,61.36%,10.35%,34.87%,3.37%,51.41%,92.00%,15945.6,16468.0,225.8,26698.4,9797.6,220.0,183.2,25766.4,14342.9,13324.8,13788.9,32157.3,2219.4,7721.1,35158.3,1334.3,919.1,13576.3,44339.4,45514.7,42542.7,47386.6,43416.2,41480.0,37585.1,42011.1,41822.1
#174-1,,108710,100000,56102,43898,9447,47429,2986,30143,90005,100.00%,91.99%,51.61%,40.38%,8.69%,43.63%,2.75%,27.73%,82.79%,100.00%,91.99%,56.10%,43.90%,10.50%,52.70%,3.32%,33.49%,90.00%,10835.8,11337.2,213.2,25553.8,9293.9,208.1,148.0,25713.3,9701.6,18268.3,19162.7,31805.6,3004.9,7931.1,33401.1,2592.8,905.3,18822.7,43211.6,44976.9,42751.7,47820.7,43761.6,41651.7,37047.4,41954.2,41821.7
#174-2,,108483,100000,56556,43444,9037,48509,3489,30959,91994,100.00%,92.18%,52.13%,40.05%,8.33%,44.72%,3.22%,28.54%,84.80%,100.00%,92.18%,56.56%,43.44%,9.82%,52.73%,3.79%,33.65%,91.99%,10646.4,11141.8,214.6,25366.9,9146.8,210.2,144.2,25946.9,9746.9,18180.9,19012.3,31580.0,2651.5,7274.0,33349.0,2193.8,912.0,18689.8,43335.2,44693.7,42637.0,47371.2,43641.7,41507.3,36702.6,42085.5,41729.3
#175-1,,108189,100000,29852,70148,9476,23985,2652,54357,90470,100.00%,92.43%,27.59%,64.84%,8.76%,22.17%,2.45%,50.24%,83.62%,100.00%,92.43%,29.85%,70.15%,10.47%,26.51%,2.93%,60.08%,90.47%,19019.8,19733.0,237.9,28029.3,9974.0,229.3,201.4,26475.4,17018.6,10821.1,10846.1,31393.2,2102.1,7230.4,34799.1,971.0,870.1,10534.4,48192.3,49291.5,45993.9,50694.8,45648.5,44370.5,39420.4,44367.7,44357.6
#175-2,,108452,100000,29828,70172,9595,23946,2699,54256,90496,100.00%,92.21%,27.50%,64.70%,8.85%,22.08%,2.49%,50.03%,83.44%,100.00%,92.21%,29.83%,70.17%,10.60%,26.46%,2.98%,59.95%,90.50%,18931.3,19692.6,236.4,27962.8,10286.0,229.9,199.1,26382.7,16974.9,10475.0,10895.1,31683.7,2058.4,7339.5,35311.3,1035.2,881.9,10681.5,47946.0,49009.5,45538.1,50485.1,45810.0,44071.2,38866.5,44051.5,44088.5
#176-1,,107963,100000,21866,78134,5894,16313,3153,63187,88547,100.00%,92.62%,20.25%,72.37%,5.46%,15.11%,2.92%,58.53%,82.02%,100.00%,92.62%,21.87%,78.13%,6.66%,18.42%,3.56%,71.36%,88.55%,35326.8,36825.6,245.0,47062.8,18952.1,233.3,251.7,38946.1,29105.3,11223.8,11611.7,44966.7,2277.2,11937.9,53573.0,223.2,928.9,11335.2,50350.0,51221.3,45025.9,52955.0,45872.8,43122.6,39246.1,43256.1,43262.9
#176-2,,109103,100000,22409,77591,5720,16581,3203,63159,88663,100.00%,91.66%,20.54%,71.12%,5.24%,15.20%,2.94%,57.89%,81.27%,100.00%,91.66%,22.41%,77.59%,6.45%,18.70%,3.61%,71.23%,88.66%,34846.9,36503.4,239.3,46976.8,19307.6,229.4,238.3,38980.0,29064.4,11442.3,11969.8,45350.6,2329.1,12138.3,54950.3,220.0,954.2,11747.1,49986.8,50452.9,44261.9,52241.0,45789.0,42433.0,38904.5,42828.5,42803.7
#177-1,,106680,100000,9809,90191,6029,6066,2030,76101,90226,100.00%,93.74%,9.19%,84.54%,5.65%,5.69%,1.90%,71.34%,84.58%,100.00%,93.74%,9.81%,90.19%,6.68%,6.72%,2.25%,84.34%,90.23%,26611.8,27444.7,244.2,30403.0,14505.9,242.8,217.8,27101.1,23848.9,4470.1,4632.7,32623.8,1588.4,8208.0,46948.4,230.5,870.0,4443.9,48631.6,49859.5,45170.2,50369.5,46718.7,43568.4,39552.8,43950.3,44010.6
#177-2,,109438,100000,10427,89573,5945,6232,2398,75899,90474,100.00%,91.38%,9.53%,81.85%,5.43%,5.69%,2.19%,69.35%,82.67%,100.00%,91.38%,10.43%,89.57%,6.57%,6.89%,2.65%,83.89%,90.47%,25679.9,27178.8,239.2,30314.7,14388.1,245.8,202.6,26930.2,23559.6,4414.9,4690.1,31544.5,1564.1,8034.1,46488.3,244.0,879.8,4474.6,46800.1,48666.3,43519.0,49265.5,45154.8,42649.7,36921.1,43229.4,43148.8
#178-1,,107829,100000,20859,79141,10890,16062,2336,61369,90657,100.00%,92.74%,19.34%,73.39%,10.10%,14.90%,2.17%,56.91%,84.07%,100.00%,92.74%,20.86%,79.14%,12.01%,17.72%,2.58%,67.69%,90.66%,20845.3,21579.0,243.1,27202.5,11294.4,236.5,217.6,25910.2,18943.8,7674.7,7971.8,30861.7,1938.7,7092.8,35747.9,895.4,797.0,7748.2,48057.6,48807.4,44797.5,49864.3,45969.8,43540.3,38955.8,43986.3,44015.9
#178-2,,107079,100000,20791,79209,11592,16167,2153,61052,90964,100.00%,93.39%,19.42%,73.97%,10.83%,15.10%,2.01%,57.02%,84.95%,100.00%,93.39%,20.79%,79.21%,12.74%,17.77%,2.37%,67.12%,90.96%,20908.9,21610.4,241.1,27219.4,11621.5,231.4,200.9,26011.7,18985.0,9049.1,9284.7,36428.7,2159.8,7747.5,41771.8,534.7,913.6,9037.2,46992.3,48208.1,44593.3,49156.9,44908.4,43202.2,38448.5,43580.2,43560.8
#179-1,,110679,100000,36755,63245,14891,30943,2383,43723,91940,100.00%,90.35%,33.21%,57.14%,13.45%,27.96%,2.15%,39.50%,83.07%,100.00%,90.35%,36.75%,63.24%,16.20%,33.66%,2.59%,47.56%,91.94%,14463.3,15518.9,230.7,24403.7,10206.2,223.0,164.1,25336.9,13781.6,13388.4,14318.1,34228.7,2746.9,7012.0,36769.8,1362.6,907.5,13977.7,43821.0,46306.4,43785.3,47771.6,44243.4,42666.1,37070.0,42771.8,42826.8
#179-2,,108755,100000,36485,63515,14841,30885,2356,44041,92123,100.00%,91.95%,33.55%,58.40%,13.65%,28.40%,2.17%,40.50%,84.71%,100.00%,91.95%,36.49%,63.52%,16.11%,33.53%,2.56%,47.81%,92.12%,14864.2,15636.2,227.9,24487.2,10187.3,219.8,172.9,25294.2,13811.6,13573.5,14333.8,34274.1,2879.4,6979.4,36737.0,1419.0,907.3,13910.8,44535.9,46411.6,43752.8,47938.9,44257.9,42501.2,37366.2,42683.3,42739.9
#180-1,,111038,100000,16687,83313,10216,12121,2316,66125,90778,100.00%,90.06%,15.03%,75.03%,9.20%,10.92%,2.09%,59.55%,81.75%,100.00%,90.06%,16.69%,83.31%,11.25%,13.35%,2.55%,72.84%,90.78%,22024.7,23577.1,246.1,28250.1,12353.9,241.3,222.6,26491.8,20725.5,6732.7,7257.9,33982.2,1905.2,7612.4,41609.5,477.2,876.4,7063.1,44849.4,47642.4,43382.1,48495.7,44635.7,42530.8,37304.3,42839.4,42859.1
#180-2,,109216,100000,16497,83503,10217,12217,2053,66325,90812,100.00%,91.56%,15.10%,76.46%,9.35%,11.19%,1.88%,60.73%,83.15%,100.00%,91.56%,16.50%,83.50%,11.25%,13.45%,2.26%,73.04%,90.81%,22516.1,23705.1,246.2,28339.7,12461.8,239.0,211.6,26703.5,20942.0,6936.9,7281.4,34397.5,1924.3,7711.4,41189.5,488.0,875.4,7059.2,46263.4,48188.8,44165.7,48983.6,45441.5,43144.8,38260.3,43371.4,43458.3
#181-1,,110924,100000,37111,62889,2029,31117,2970,51837,87953,100.00%,90.15%,33.46%,56.70%,1.83%,28.05%,2.68%,46.73%,79.29%,100.00%,90.15%,37.11%,62.89%,2.31%,35.38%,3.38%,58.94%,87.95%,32557.2,34831.8,220.4,55256.1,25785.3,210.7,267.5,41954.6,25405.3,18259.5,19549.5,48872.3,2246.0,14785.1,52245.8,505.6,997.9,19430.4,50152.0,52552.9,43617.8,57825.5,49807.2,41933.3,36949.9,45111.2,43819.6
#181-2,,109228,100000,37457,62543,2058,31776,3025,52879,89738,100.00%,91.55%,34.29%,57.26%,1.88%,29.09%,2.77%,48.41%,82.16%,100.00%,91.55%,37.46%,62.54%,2.29%,35.41%,3.37%,58.93%,89.74%,30714.4,32531.8,216.0,51885.8,24550.0,206.9,250.7,41391.7,25035.2,18541.6,19771.4,49148.9,2177.2,15219.0,52594.2,648.9,994.3,19580.3,48061.0,50075.2,42821.7,54419.2,48905.0,41378.2,37662.3,44042.1,42995.3
#182-1,,108174,100000,30217,69783,3979,25195,2678,59393,91245,100.00%,92.44%,27.93%,64.51%,3.68%,23.29%,2.48%,54.91%,84.35%,100.00%,92.44%,30.22%,69.78%,4.36%,27.61%,2.93%,65.09%,91.25%,22025.4,23200.5,194.3,33162.4,16207.8,188.6,210.1,28993.9,19637.7,10668.7,11220.7,33193.4,1706.3,8744.9,36282.3,1754.0,949.0,11069.0,45579.5,47626.5,41676.9,50202.7,47312.3,41045.7,36013.7,43820.3,42977.3
#182-2,,108349,100000,30018,69982,3855,25211,2414,59659,91139,100.00%,92.29%,27.70%,64.59%,3.56%,23.27%,2.23%,55.06%,84.12%,100.00%,92.29%,30.02%,69.98%,4.23%,27.66%,2.65%,65.46%,91.14%,22318.6,23516.2,200.0,33517.3,16004.9,194.1,197.4,29390.3,19974.6,10731.3,11330.6,33894.5,1652.1,6538.1,36382.7,1689.8,950.4,11007.7,46382.0,48467.7,42966.6,50827.3,47853.2,41801.1,36900.0,44324.6,43579.1
#183-1,,107566,100000,53752,46248,3308,46892,3294,38647,92141,100.00%,92.97%,49.97%,42.99%,3.08%,43.59%,3.06%,35.93%,85.66%,100.00%,92.97%,53.75%,46.25%,3.59%,50.89%,3.57%,41.94%,92.14%,14251.9,14933.5,187.6,32072.0,15556.4,186.2,117.9,28287.5,12522.2,16125.6,16979.7,29739.0,2150.2,9028.1,30651.7,4591.8,862.2,16449.1,46050.7,47948.1,44092.6,52429.1,50310.3,42898.7,36058.2,45470.7,43999.0
#183-2,,107488,100000,53890,46110,3475,47228,3124,38466,92293,100.00%,93.03%,50.14%,42.90%,3.23%,43.94%,2.91%,35.79%,85.86%,100.00%,93.03%,53.89%,46.11%,3.77%,51.17%,3.38%,41.68%,92.29%,14343.0,14928.1,187.9,32155.4,15741.8,185.3,137.9,28470.5,12558.2,17688.9,18524.6,32701.7,1955.5,9324.8,33822.0,3289.3,953.1,18167.0,45768.1,47250.8,43354.2,51804.9,48840.3,42311.5,36046.7,45057.9,43489.9
#184-1,,108863,100000,70733,29267,2738,62611,3261,23754,92364,100.00%,91.86%,64.97%,26.88%,2.52%,57.51%,3.00%,21.82%,84.84%,100.00%,91.86%,70.73%,29.27%,2.96%,67.79%,3.53%,25.72%,92.36%,8892.2,9361.3,183.8,31541.6,15683.6,181.8,104.1,27750.4,7728.7,22864.1,24115.0,33180.9,2204.3,7607.1,33890.9,4434.1,1000.9,23613.1,44916.7,46714.6,44191.6,52812.3,49292.8,42781.3,35915.3,45213.3,43357.3
#184-2,,108320,100000,70280,29720,2342,61436,4157,24620,92555,100.00%,92.32%,64.88%,27.44%,2.16%,56.72%,3.84%,22.73%,85.45%,100.00%,92.32%,70.28%,29.72%,2.53%,66.38%,4.49%,26.60%,92.55%,9188.3,9661.1,182.1,32076.3,15337.3,182.7,77.1,28555.4,8108.7,20076.8,21267.8,29223.9,2453.6,8826.0,29957.7,5208.0,892.3,20579.9,44617.5,46412.1,43927.9,52286.5,49433.7,42719.3,35512.9,45146.1,43211.1
#185-1,,109421,100000,47074,52926,3667,40085,3351,44101,91204,100.00%,91.39%,43.02%,48.37%,3.35%,36.63%,3.06%,40.30%,83.35%,100.00%,91.39%,47.07%,52.93%,4.02%,43.95%,3.67%,48.35%,91.20%,16636.0,17560.0,186.5,33012.5,15692.6,181.9,169.8,28895.5,14689.3,15610.0,16557.0,33004.9,1927.8,8295.5,34761.1,2521.8,976.3,16176.1,46138.9,48253.0,43541.8,52443.3,48751.4,42421.0,36029.1,45284.9,43825.5
#185-2,,110332,100000,46844,53156,3675,39598,3471,44365,91109,100.00%,90.64%,42.46%,48.18%,3.33%,35.89%,3.15%,40.21%,82.58%,100.00%,90.64%,46.84%,53.16%,4.03%,43.46%,3.81%,48.69%,91.11%,16283.9,17428.3,186.8,32622.5,15867.5,183.0,177.2,28757.4,14729.6,15274.6,16259.8,32668.2,1799.8,8233.3,34765.1,2410.7,968.2,16005.1,45472.4,47915.2,43368.1,51922.4,48744.8,42289.3,36308.2,44780.3,43534.8
#186-1,,110343,100000,31251,68749,2706,25457,3138,57150,88451,100.00%,90.63%,28.32%,62.30%,2.45%,23.07%,2.84%,51.79%,80.16%,100.00%,90.63%,31.25%,68.75%,3.06%,28.78%,3.55%,64.61%,88.45%,34565.1,36800.9,218.2,53430.3,25604.0,205.6,270.4,41442.5,27628.9,15382.8,16594.6,48620.7,2036.6,12515.8,53414.9,405.0,995.8,16414.0,49796.4,52189.3,43569.6,56107.6,49202.3,41755.9,37913.6,44632.1,43705.8
#186-2,,109685,100000,31545,68455,2841,25443,3365,56654,88303,100.00%,91.17%,28.76%,62.41%,2.59%,23.20%,3.07%,51.65%,80.51%,100.00%,91.17%,31.55%,68.45%,3.22%,28.81%,3.81%,64.16%,88.30%,34557.1,36543.8,214.3,53284.9,25027.3,201.6,274.0,41488.5,27492.2,15768.2,16801.9,48200.9,2332.8,13349.2,53726.0,374.6,999.9,16565.5,50310.5,52057.8,43338.5,56075.7,48786.7,41741.1,37962.8,44432.9,43550.9
#187-1,,107349,100000,18867,81133,4641,13973,3150,69851,91615,100.00%,93.15%,17.58%,75.58%,4.32%,13.02%,2.93%,65.07%,85.34%,100.00%,93.15%,18.87%,81.13%,5.07%,15.25%,3.44%,76.24%,91.61%,26054.9,27311.1,224.2,33610.1,17516.9,213.7,284.5,29613.4,23508.2,7239.7,7581.2,33759.7,1493.6,7206.2,41692.4,460.0,955.8,7468.5,46767.2,48372.3,41709.4,49921.7,46468.3,41154.1,37816.6,43897.7,43400.3
#187-2,,107522,100000,18743,81257,4501,13966,2981,69917,91365,100.00%,93.00%,17.43%,75.57%,4.19%,12.99%,2.77%,65.03%,84.97%,100.00%,93.00%,18.74%,81.26%,4.93%,15.29%,3.26%,76.52%,91.36%,26468.7,27745.7,221.7,34094.5,17610.6,210.8,255.2,29942.2,23821.4,7418.1,7780.7,34545.3,1607.0,7728.1,41775.0,522.9,963.8,7521.0,47177.3,48742.1,42300.8,50227.8,46946.7,41443.4,38090.1,44007.3,43567.1
#188-1,,109894,100000,40257,59743,5258,33905,3316,49690,92169,100.00%,91.00%,36.63%,54.36%,4.78%,30.85%,3.02%,45.22%,83.87%,100.00%,91.00%,40.26%,59.74%,5.70%,36.79%,3.60%,53.91%,92.17%,17867.8,19088.9,207.0,31812.3,17056.7,201.8,215.4,28571.3,16458.3,13994.0,15070.8,34839.6,1749.8,7314.7,37643.5,1297.6,993.4,14846.9,43980.7,46514.3,41861.0,49649.8,47362.8,41170.8,36213.9,43864.0,42797.7
#188-2,,111981,100000,40504,59496,4157,33658,3787,50412,92014,100.00%,89.30%,36.17%,53.13%,3.71%,30.06%,3.38%,45.02%,82.17%,100.00%,89.30%,40.50%,59.50%,4.52%,36.58%,4.12%,54.79%,92.01%,17270.2,18852.8,207.3,31546.4,15686.6,205.8,185.4,28470.6,16389.9,11593.8,12711.8,29049.3,1589.5,7321.1,31703.7,2059.7,859.4,12483.3,43362.9,46320.4,41678.6,49480.5,47149.5,41163.6,35869.5,43776.9,42647.9
#189-1,,109236,100000,58964,41036,4823,51202,3755,32863,92643,100.00%,91.54%,53.98%,37.57%,4.42%,46.87%,3.44%,30.08%,84.81%,100.00%,91.54%,58.96%,41.04%,5.21%,55.27%,4.05%,35.47%,92.64%,11918.6,12707.7,196.7,30684.5,16281.3,194.0,162.4,27925.4,10867.3,19960.9,21319.6,34457.4,2442.1,7696.3,36314.9,1948.7,1031.4,20916.1,42961.4,44955.6,41641.0,49718.2,46911.5,40783.4,36033.3,43435.6,41850.7
#189-2,,107267,100000,59044,40956,4773,51765,3452,32858,92848,100.00%,93.23%,55.04%,38.18%,4.45%,48.26%,3.22%,30.63%,86.56%,100.00%,93.23%,59.04%,40.96%,5.14%,55.75%,3.72%,35.39%,92.85%,12211.1,12806.2,195.4,30986.5,16566.0,192.2,157.8,28110.0,10912.5,20588.7,21611.8,35100.8,2165.5,7174.7,36557.7,2413.3,1036.3,21207.1,44039.8,45558.3,42338.6,50199.9,47625.0,41381.1,36480.4,43820.8,42383.3
#190-1,,111129,100000,30507,69493,5625,25304,2345,56778,90052,100.00%,89.99%,27.45%,62.53%,5.06%,22.77%,2.11%,51.09%,81.03%,100.00%,89.99%,30.51%,69.49%,6.25%,28.10%,2.60%,63.05%,90.05%,21753.1,23373.6,220.3,33537.8,17161.8,211.9,211.1,29513.3,19745.3,11690.0,12539.8,36816.4,1882.5,6837.1,39529.4,1134.3,1009.0,12200.2,48644.5,51316.3,45596.0,53827.4,48858.5,44021.8,38134.1,46239.8,45569.1
#190-2,,109168,100000,30729,69271,5689,25353,2551,56986,90579,100.00%,91.60%,28.15%,63.45%,5.21%,23.22%,2.34%,52.20%,82.97%,100.00%,91.60%,30.73%,69.27%,6.28%,27.99%,2.82%,62.91%,90.58%,21801.0,23062.9,215.7,33198.1,17112.9,208.4,202.8,29475.4,19682.7,11726.7,12394.6,36398.7,1746.3,6341.0,39369.9,1288.1,1005.4,12086.7,48310.4,50174.9,44726.7,52591.8,48510.7,43165.6,37780.2,45742.7,44971.0
#191-1,,110579,100000,23560,76440,4039,17726,3341,61788,86894,100.00%,90.43%,21.31%,69.13%,3.65%,16.03%,3.02%,55.88%,78.58%,100.00%,90.43%,23.56%,76.44%,4.65%,20.40%,3.84%,71.11%,86.89%,39031.2,41446.5,238.0,54147.6,26548.7,223.4,272.0,42396.8,31437.3,12483.8,13225.4,49472.8,2053.4,12501.2,57154.0,236.1,1022.2,12976.2,54461.2,55370.1,46607.3,58070.9,49357.1,43938.1,40049.7,45805.1,45368.1
#191-2,,112551,100000,24225,75775,4023,17998,3654,61316,86991,100.00%,88.85%,21.52%,67.33%,3.57%,15.99%,3.25%,54.48%,77.29%,100.00%,88.85%,24.22%,75.77%,4.62%,20.69%,4.20%,70.49%,86.99%,37995.4,41195.6,234.2,54290.8,26608.4,220.5,258.7,42668.2,31361.9,12326.8,13370.1,48349.1,2187.5,11929.9,57605.6,227.3,1030.5,13205.9,52191.1,54475.1,45640.0,57299.7,49526.9,43511.1,39175.9,45505.9,45013.3
#192-1,,108115,100000,9826,90174,3528,5824,2700,77389,89441,100.00%,92.49%,9.09%,83.41%,3.26%,5.39%,2.50%,71.58%,82.73%,100.00%,92.49%,9.83%,90.17%,3.94%,6.51%,3.02%,86.53%,89.44%,30731.2,32203.2,252.0,35684.8,20840.5,231.4,275.1,30218.3,26991.9,4715.7,4756.2,35123.8,1447.2,8287.7,51221.0,181.9,945.0,4485.4,50449.9,52369.5,45085.1,53163.3,48874.2,43145.9,39967.1,45570.5,45373.7
#192-2,,107370,100000,9396,90604,3586,5674,2460,78162,89882,100.00%,93.14%,8.75%,84.38%,3.34%,5.28%,2.29%,72.80%,83.71%,100.00%,93.14%,9.40%,90.60%,3.99%,6.31%,2.74%,86.96%,89.88%,30910.5,31994.6,246.6,35287.0,20615.4,229.8,261.4,30189.3,27097.0,4387.5,4581.7,34775.9,1450.4,8343.8,50211.1,185.1,933.9,4319.8,50290.1,51790.9,44879.6,52507.7,49222.9,43049.2,40318.6,45393.3,45259.2
