Experiment Name:,Exp_20200327__MOPS_EZ_GLY

Tube Name:,Sample ID:,All Events ,V1L Events,V1R Events,P1 Events,V2L Events,V2R Events,H1-UR Events,H1-UL Events,H1-LL Events,H1-LR Events,All Events  % Total,V1L % Total,V1R % Total,P1 % Total,V2L % Total,V2R % Total,GR % Total,H1-UL % Total,H1-LL % Total,H1-LR % Total,All Events  % Parent,V1L % Parent,V1R % Parent,P1 % Parent,V2L % Parent,V2R % Parent,GR % Parent,GFP % Parent,H1-LL % Parent,mCherry % Parent,All Events  Mean FITC-A,V1L Mean FITC-A,V1R Mean FITC-A,P1 Mean FITC-A,V2L Mean FITC-A,V2R Mean FITC-A,H1-UR Mean FITC-A,H1-UL Mean FITC-A,H1-LL Mean FITC-A,H1-LR Mean FITC-A,All Events  Mean ECD-A,V1L Mean ECD-A,V1R Mean ECD-A,P1 Mean ECD-A,V2L Mean ECD-A,V2R Mean ECD-A,H1-UR Mean ECD-A,H1-UL Mean ECD-A,H1-LL Mean ECD-A,H1-LR Mean ECD-A,All Events  Mean FSC-A,V1L Mean FSC-A,V1R Mean FSC-A,P1 Mean FSC-A,V2L Mean FSC-A,V2R Mean FSC-A,H1-UR Mean FSC-A,H1-UL Mean FSC-A,H1-LL Mean FSC-A,H1-LR Mean FSC-A
#131,0.24,100000,1787,79984,81771,81109,662,500,79514,1429,328,100.00%,1.79%,79.98%,81.77%,81.11%,0.66%,0.50%,79.51%,1.43%,0.33%,100.00%,2.19%,97.81%,81.77%,99.19%,0.81%,0.61%,97.24%,1.75%,0.40%,28406.5,208.7,25062.9,24519.7,24605.0,14064.6,20760.9,25080.7,174.2,311.5,807.5,5531.1,631.1,738.2,571.4,21178.0,8938.3,574.8,120.5,30527.4,45629.6,34057.7,39796.5,39671.1,39647.1,42602.3,43240.6,39776.7,32876.7,38217.9
#132,,100000,2666,80717,83383,82127,1256,1064,79806,2023,490,100.00%,2.67%,80.72%,83.38%,82.13%,1.26%,1.06%,79.81%,2.02%,0.49%,100.00%,3.20%,96.80%,83.38%,98.49%,1.51%,1.28%,95.71%,2.43%,0.59%,27465.5,221.8,24727.2,23943.7,24080.0,15028.2,21255.6,24727.4,172.3,277.2,1090.6,7785.5,759.4,984.0,631.2,24056.0,9710.1,636.2,92.0,42360.1,46213.2,34363.6,40767.5,40562.8,40515.1,43678.2,44302.0,40721.9,32563.9,39541.6
#133,0,100000,34791,47508,82299,48372,33927,190,47335,683,34091,100.00%,34.79%,47.51%,82.30%,48.37%,33.93%,0.19%,47.33%,0.68%,34.09%,100.00%,42.27%,57.73%,82.30%,58.78%,41.22%,0.23%,57.52%,0.83%,41.42%,16388.4,152.9,24124.0,13990.5,23631.7,244.4,19051.4,24135.9,135.0,153.0,6767.8,15524.8,614.2,6917.5,576.2,15958.6,11734.2,566.3,169.7,15844.4,44860.1,40300.1,41368.5,40916.9,41175.1,40548.7,56121.6,41309.9,35596.2,40393.1
#134,,100000,80724,5380,86104,6494,79610,44,5340,893,79827,100.00%,80.72%,5.38%,86.10%,6.49%,79.61%,0.04%,5.34%,0.89%,79.83%,100.00%,93.75%,6.25%,86.10%,7.54%,92.46%,0.05%,6.20%,1.04%,92.71%,2321.1,133.2,27828.3,1863.7,22787.3,156.9,40706.4,27701.9,140.6,133.1,14011.3,15046.5,702.6,14150.2,579.0,15257.3,13291.7,579.9,157.4,15215.0,40102.4,39118.6,40636.5,39213.5,39347.0,39202.6,60524.3,40493.9,34657.0,39167.0
#135,0.06,100000,36876,47907,84783,48730,36053,264,47654,851,36014,100.00%,36.88%,47.91%,84.78%,48.73%,36.05%,0.26%,47.65%,0.85%,36.01%,100.00%,43.49%,56.51%,84.78%,57.48%,42.52%,0.31%,56.21%,1.00%,42.48%,16595.2,130.7,24918.5,14137.1,24401.2,264.0,17622.3,24953.3,151.9,129.9,7025.4,15847.8,593.8,7228.5,542.8,16265.0,9171.8,544.0,147.8,16226.5,42904.3,38487.6,40040.9,39365.3,39855.4,38702.8,51885.8,39977.1,34746.4,38573.1
#136,,100000,82586,5596,88182,6809,81373,174,5414,1108,81486,100.00%,82.59%,5.60%,88.18%,6.81%,81.37%,0.17%,5.41%,1.11%,81.49%,100.00%,93.65%,6.35%,88.18%,7.72%,92.28%,0.20%,6.14%,1.26%,92.41%,2504.1,134.0,28350.6,1924.6,22924.4,167.5,15576.1,28800.4,150.2,134.0,14754.3,15711.0,778.2,14763.4,554.1,15952.4,6312.1,577.9,117.4,15923.1,40204.0,39196.3,40273.9,39264.6,38956.7,39290.4,47806.6,40028.8,34702.8,39257.7
#137,0.09,100000,35790,48907,84697,49464,35233,746,48190,897,34864,100.00%,35.79%,48.91%,84.70%,49.46%,35.23%,0.75%,48.19%,0.90%,34.86%,100.00%,42.26%,57.74%,84.70%,58.40%,41.60%,0.88%,56.90%,1.06%,41.16%,17363.0,144.0,25420.5,14739.6,24978.1,365.5,14551.3,25574.0,140.4,143.5,7078.8,16193.8,633.1,7208.5,537.3,16574.3,6841.7,534.7,89.8,16624.2,42924.7,38626.3,39614.6,39197.0,39389.6,38926.5,46123.5,39510.3,34255.2,38742.8
#138,,100000,78800,6973,85773,7755,78018,848,6186,920,77819,100.00%,78.80%,6.97%,85.77%,7.76%,78.02%,0.85%,6.19%,0.92%,77.82%,100.00%,91.87%,8.13%,85.77%,9.04%,90.96%,0.99%,7.21%,1.07%,90.73%,2874.2,143.5,25445.0,2200.4,22488.0,183.8,9896.9,27334.0,128.7,143.1,14303.4,15546.5,913.9,14357.0,592.6,15725.1,3733.7,541.6,86.2,15739.6,42527.4,40788.9,41515.1,40848.0,40262.6,40906.1,43952.0,41171.3,35340.8,40853.5
#139,0.12,100000,24247,59922,84169,58013,26156,3725,56340,765,23339,100.00%,24.25%,59.92%,84.17%,58.01%,26.16%,3.73%,56.34%,0.77%,23.34%,100.00%,28.81%,71.19%,84.17%,68.92%,31.08%,4.43%,66.94%,0.91%,27.73%,20689.4,175.0,24679.1,17620.0,25037.9,1167.6,9360.0,25631.7,147.1,171.2,5496.3,17409.2,838.4,5612.1,563.3,16810.2,5371.2,545.2,89.0,18062.9,44040.7,38833.7,39841.2,39551.0,39647.7,39336.5,41041.1,39757.8,35233.8,38955.5
#140,,100000,63104,23332,86436,20903,65533,5732,17578,1227,61899,100.00%,63.10%,23.33%,86.44%,20.90%,65.53%,5.73%,17.58%,1.23%,61.90%,100.00%,73.01%,26.99%,86.44%,24.18%,75.82%,6.63%,20.34%,1.42%,71.61%,6359.8,159.0,20179.0,5563.1,21053.6,622.0,8875.9,23887.8,136.4,160.0,12238.3,16402.7,1584.3,12402.7,685.4,16140.2,4408.7,575.7,79.2,16745.9,40146.2,38426.5,39537.5,38726.4,38690.9,38737.7,40123.4,39325.3,34607.6,38508.6
#141,0.24,100000,1845,80706,82551,81894,657,462,80278,1499,312,100.00%,1.84%,80.71%,82.55%,81.89%,0.66%,0.46%,80.28%,1.50%,0.31%,100.00%,2.23%,97.77%,82.55%,99.20%,0.80%,0.56%,97.25%,1.82%,0.38%,28229.0,214.1,25330.1,24768.8,24802.3,20589.2,24267.8,25325.9,181.4,297.3,769.7,4112.7,579.7,658.6,528.6,16866.1,8167.9,535.2,92.3,24017.5,45249.9,33230.0,39731.2,39585.9,39553.1,43673.3,44216.0,39705.7,32125.6,37753.1
#142,,100000,1787,81333,83120,81901,1219,947,80417,1299,457,100.00%,1.79%,81.33%,83.12%,81.90%,1.22%,0.95%,80.42%,1.30%,0.46%,100.00%,2.15%,97.85%,83.12%,98.53%,1.47%,1.14%,96.75%,1.56%,0.55%,27432.1,226.8,24625.2,24100.6,24161.7,19996.6,24799.0,24613.9,177.9,329.3,949.1,9223.1,647.9,832.3,559.6,19151.0,7516.8,563.9,94.6,36305.3,45094.7,35026.9,39990.3,39883.6,39829.6,43514.6,43567.7,39948.8,33459.7,39041.0
#143,0,100000,34808,45983,80791,47113,33678,247,45769,1253,33522,100.00%,34.81%,45.98%,80.79%,47.11%,33.68%,0.25%,45.77%,1.25%,33.52%,100.00%,43.08%,56.92%,80.79%,58.31%,41.69%,0.31%,56.65%,1.55%,41.49%,16901.2,206.6,26219.7,15012.2,25391.8,492.1,22979.1,26218.8,177.9,207.2,6975.6,15683.3,673.3,7140.2,571.2,16329.6,16683.9,582.2,101.6,16286.8,44295.8,41479.2,42218.1,41899.8,41951.4,41827.5,61245.6,42114.6,37649.0,41622.9
#144,,100000,73260,4780,78040,6145,71895,48,4732,1193,72067,100.00%,73.26%,4.78%,78.04%,6.15%,71.89%,0.05%,4.73%,1.19%,72.07%,100.00%,93.87%,6.13%,78.04%,7.87%,92.13%,0.06%,6.06%,1.53%,92.35%,2508.0,205.9,30510.4,2062.0,23426.9,235.9,26371.6,30551.8,183.9,206.2,14442.1,15958.7,814.1,15031.1,581.0,16266.2,16815.7,618.2,152.3,16222.6,41301.2,41779.5,43019.7,41855.5,41635.8,41874.2,63947.7,42802.6,38583.1,41832.7
#145,0.06,100000,35593,44780,80373,45931,34442,269,44540,1318,34246,100.00%,35.59%,44.78%,80.37%,45.93%,34.44%,0.27%,44.54%,1.32%,34.25%,100.00%,44.28%,55.72%,80.37%,57.15%,42.85%,0.33%,55.42%,1.64%,42.61%,17006.0,207.3,26784.0,15014.5,25949.8,431.5,18283.9,26818.4,185.9,207.6,7422.2,16697.4,653.5,7758.5,561.8,17355.8,13457.5,573.4,111.9,17352.9,43116.3,40575.5,41352.8,41008.6,41144.2,40827.8,54559.2,41277.9,37148.0,40700.5
#146,,100000,77060,5041,82101,6711,75390,118,4928,1542,75513,100.00%,77.06%,5.04%,82.10%,6.71%,75.39%,0.12%,4.93%,1.54%,75.51%,100.00%,93.86%,6.14%,82.10%,8.17%,91.83%,0.14%,6.00%,1.88%,91.98%,2545.8,207.6,30497.2,2067.4,22621.9,237.7,14780.5,30843.4,188.1,207.9,15078.2,16309.9,793.1,15357.1,530.0,16677.0,8927.4,594.2,99.7,16642.2,41611.7,41324.0,41520.2,41336.0,40257.9,41432.0,53008.2,41274.8,37816.2,41393.7
#147,0.09,100000,33594,44991,78585,45698,32887,674,44405,1082,32424,100.00%,33.59%,44.99%,78.58%,45.70%,32.89%,0.67%,44.41%,1.08%,32.42%,100.00%,42.75%,57.25%,78.58%,58.15%,41.85%,0.86%,56.51%,1.38%,41.26%,17768.8,211.5,27261.9,15698.2,26615.8,527.8,14282.4,27406.4,176.7,211.2,7515.4,17137.6,685.6,7718.6,564.7,17659.3,8402.8,569.2,96.3,17749.9,43615.2,40814.3,41175.7,41021.2,40919.9,41162.0,48635.4,41067.5,36177.2,40961.3
#148,,100000,74484,6366,80850,7551,73299,687,5675,1330,73158,100.00%,74.48%,6.37%,80.85%,7.55%,73.30%,0.69%,5.67%,1.33%,73.16%,100.00%,92.13%,7.87%,80.85%,9.34%,90.66%,0.85%,7.02%,1.65%,90.49%,2842.6,204.5,27414.2,2346.9,22503.7,270.5,12735.0,29209.0,175.9,205.1,15331.8,16747.1,1066.5,15512.5,606.5,17048.0,4719.9,602.4,99.2,17050.6,43433.2,42698.5,42959.5,42719.1,41566.1,42837.9,48446.7,42311.8,38724.2,42769.5
#149,0.12,100000,23093,57806,80899,56256,24643,3653,54062,990,22194,100.00%,23.09%,57.81%,80.90%,56.26%,24.64%,3.65%,54.06%,0.99%,22.19%,100.00%,28.55%,71.45%,80.90%,69.54%,30.46%,4.52%,66.83%,1.22%,27.43%,21530.4,245.0,26517.3,19017.7,26699.8,1480.7,12917.1,27478.2,190.6,253.1,5913.7,19022.1,866.7,6049.2,606.6,18473.8,4801.0,582.3,95.4,19837.1,45330.2,42023.2,41893.2,41930.3,41597.6,42689.8,44858.4,41694.9,37400.4,42223.6
#150,,100000,59188,21683,80871,20140,60731,5347,16329,1246,57949,100.00%,59.19%,21.68%,80.87%,20.14%,60.73%,5.35%,16.33%,1.25%,57.95%,100.00%,73.19%,26.81%,80.87%,24.90%,75.10%,6.61%,20.19%,1.54%,71.66%,6874.5,220.6,22421.8,6173.1,22604.1,724.2,11984.2,25847.9,184.9,221.7,13666.9,18415.6,1494.9,13878.9,758.8,18229.8,3960.5,620.4,78.5,18826.8,43033.7,42147.3,42746.5,42308.0,41656.7,42523.9,44841.6,42046.1,38464.4,42230.6
#151,0.24,100000,1386,79422,80808,80325,483,242,79188,1206,172,100.00%,1.39%,79.42%,80.81%,80.33%,0.48%,0.24%,79.19%,1.21%,0.17%,100.00%,1.72%,98.28%,80.81%,99.40%,0.60%,0.30%,98.00%,1.49%,0.21%,30432.1,231.5,27916.6,27441.7,27410.6,32621.9,27848.1,27914.0,210.6,357.0,788.2,4660.3,621.0,690.2,581.0,18856.6,10090.9,590.8,113.8,37297.9,45763.4,37875.1,41369.4,41309.4,41269.8,47896.1,46275.6,41355.1,37350.8,41072.8
#152,,100000,1655,77438,79093,78030,1063,638,76855,1228,372,100.00%,1.66%,77.44%,79.09%,78.03%,1.06%,0.64%,76.85%,1.23%,0.37%,100.00%,2.09%,97.91%,79.09%,98.66%,1.34%,0.81%,97.17%,1.55%,0.47%,29702.0,255.1,27552.0,26980.9,27032.5,23192.4,24415.9,27558.9,200.1,358.5,961.6,9967.3,701.7,895.6,614.9,21501.1,9604.5,625.7,104.3,44320.9,46601.7,38478.0,42203.0,42125.0,42067.4,46355.7,46573.1,42167.8,37601.4,40585.6
#153,0,100000,39041,45763,84804,46794,38010,108,45655,1200,37841,100.00%,39.04%,45.76%,84.80%,46.79%,38.01%,0.11%,45.66%,1.20%,37.84%,100.00%,46.04%,53.96%,84.80%,55.18%,44.82%,0.13%,53.84%,1.42%,44.62%,18971.1,159.2,29454.2,15967.7,28521.9,512.4,26688.2,29460.6,184.2,158.6,9038.1,18774.1,779.0,9063.4,717.2,19338.3,16295.2,736.1,176.2,19371.3,47296.9,40801.9,44264.9,42670.7,43941.8,41105.8,63064.3,44218.2,36205.1,40950.5
#154,,100000,81467,4560,86027,6542,79485,38,4525,1623,79841,100.00%,81.47%,4.56%,86.03%,6.54%,79.48%,0.04%,4.52%,1.62%,79.84%,100.00%,94.70%,5.30%,86.03%,7.60%,92.40%,0.04%,5.26%,1.89%,92.81%,2455.9,150.6,33733.6,1930.7,23130.4,185.9,39246.0,33665.6,157.2,150.5,16384.5,17294.0,781.8,16418.8,629.7,17718.3,11752.1,689.7,140.4,17643.3,41938.7,40442.9,43774.4,40619.5,40630.3,40618.6,57032.4,43668.3,34697.6,40559.3
#155,0.06,100000,37400,42850,80250,44332,35918,96,42779,1640,35735,100.00%,37.40%,42.85%,80.25%,44.33%,35.92%,0.10%,42.78%,1.64%,35.73%,100.00%,46.60%,53.40%,80.25%,55.24%,44.76%,0.12%,53.31%,2.04%,44.53%,18650.2,138.8,30557.4,16381.0,29189.0,572.5,25355.3,30551.7,172.4,136.7,9509.5,20001.3,778.8,9737.3,713.0,20875.7,17547.7,739.8,181.2,20926.1,45561.9,39861.5,42910.8,41489.7,42510.1,40230.4,59199.2,42873.0,35104.9,40079.2
#156,,100000,78833,4659,83492,6945,76547,45,4622,2183,76642,100.00%,78.83%,4.66%,83.49%,6.94%,76.55%,0.04%,4.62%,2.18%,76.64%,100.00%,94.42%,5.58%,83.49%,8.32%,91.68%,0.05%,5.54%,2.61%,91.80%,2456.8,140.2,34040.4,2031.9,22457.8,178.7,31084.5,34012.0,172.7,139.2,18929.6,20297.4,881.0,19214.0,615.9,20901.3,9508.9,792.0,164.0,20873.2,42199.4,40668.7,43786.5,40842.7,40444.6,40878.8,53718.7,43687.1,34193.1,40853.0
#157,0.09,100000,39178,45880,85058,46732,38326,265,45625,1177,37991,100.00%,39.18%,45.88%,85.06%,46.73%,38.33%,0.26%,45.63%,1.18%,37.99%,100.00%,46.06%,53.94%,85.06%,54.94%,45.06%,0.31%,53.64%,1.38%,44.66%,19698.5,171.7,30934.1,16764.9,29992.7,635.8,21825.1,30980.4,187.0,171.1,10104.1,21364.5,816.2,10280.8,735.5,21919.7,10540.3,755.2,180.7,22031.7,46514.8,40199.2,43735.6,42106.7,43396.7,40533.8,54380.5,43674.3,35710.5,40336.7
#158,,100000,80096,5998,86094,7604,78490,280,5718,1597,78499,100.00%,80.10%,6.00%,86.09%,7.60%,78.49%,0.28%,5.72%,1.60%,78.50%,100.00%,93.03%,6.97%,86.09%,8.83%,91.17%,0.33%,6.64%,1.85%,91.18%,3000.3,152.6,31611.6,2344.2,24156.2,231.1,19466.9,32205.7,152.8,152.6,19544.9,20824.1,1042.3,19445.9,710.5,21261.0,5587.7,802.5,165.7,21245.6,43824.6,40434.8,43809.3,40669.9,41446.7,40594.7,49721.1,43534.2,35004.5,40544.2
#159,0.12,100000,26407,59238,85645,59895,25750,2052,57241,1290,25062,100.00%,26.41%,59.24%,85.65%,59.90%,25.75%,2.05%,57.24%,1.29%,25.06%,100.00%,30.83%,69.17%,85.65%,69.93%,30.07%,2.40%,66.84%,1.51%,29.26%,25168.2,186.0,30817.7,21373.0,30263.4,693.8,18470.7,31231.4,183.1,185.0,7898.7,23289.3,928.8,7823.2,807.5,24142.1,5145.1,772.5,132.4,24542.0,47632.1,39958.1,43459.9,42380.2,43202.0,40468.9,46711.0,43341.5,35856.2,40166.0
#160,,100000,65132,21708,86840,23224,63616,2089,19604,1844,63303,100.00%,65.13%,21.71%,86.84%,23.22%,63.62%,2.09%,19.60%,1.84%,63.30%,100.00%,75.00%,25.00%,86.84%,26.74%,73.26%,2.41%,22.57%,2.12%,72.90%,8040.3,162.8,27316.6,6950.6,25190.0,292.0,17705.2,28360.2,167.5,163.1,17210.1,22557.8,1201.8,17219.3,956.6,23156.2,4094.6,870.5,132.5,23213.1,42880.6,39944.4,43865.6,40924.6,42878.2,40211.4,47713.7,43454.1,34952.0,40091.2
#161,0.24,100000,1580,75422,77002,76715,287,158,75294,1397,153,100.00%,1.58%,75.42%,77.00%,76.71%,0.29%,0.16%,75.29%,1.40%,0.15%,100.00%,2.05%,97.95%,77.00%,99.63%,0.37%,0.21%,97.78%,1.81%,0.20%,34995.8,237.2,31850.9,31202.3,31223.8,25457.7,34237.7,31833.6,213.9,301.6,847.4,3066.1,727.0,775.0,691.1,23198.0,11273.5,700.9,135.5,32211.6,47185.1,36044.1,41189.7,41084.1,41069.0,45120.6,47262.8,41176.7,35478.1,40332.8
#162,,100000,1801,74088,75889,75410,479,297,73832,1552,208,100.00%,1.80%,74.09%,75.89%,75.41%,0.48%,0.30%,73.83%,1.55%,0.21%,100.00%,2.37%,97.63%,75.89%,99.37%,0.63%,0.39%,97.29%,2.05%,0.27%,33615.2,240.1,30672.3,29950.1,29993.3,23135.1,31916.5,30650.7,208.4,349.9,951.3,5807.7,757.0,876.9,696.4,29296.6,11477.5,707.8,130.7,51334.9,48119.1,35761.7,41642.4,41502.9,41486.9,44020.6,45731.5,41622.2,35230.9,39920.3
#163,0,100000,39271,44833,84104,46228,37876,165,44658,1488,37793,100.00%,39.27%,44.83%,84.10%,46.23%,37.88%,0.16%,44.66%,1.49%,37.79%,100.00%,46.69%,53.31%,84.10%,54.97%,45.03%,0.20%,53.10%,1.77%,44.94%,18672.5,142.9,29197.5,15630.9,28155.7,344.2,28461.8,29206.2,186.2,141.7,9715.8,20180.0,838.9,9869.9,754.8,20994.9,16811.9,771.8,164.8,20972.4,46682.7,39582.5,43442.4,41640.1,43100.0,39858.2,60410.2,43380.8,35923.6,39726.3
#164,,100000,84825,4445,89270,6332,82938,33,4416,1645,83176,100.00%,84.82%,4.44%,89.27%,6.33%,82.94%,0.03%,4.42%,1.65%,83.18%,100.00%,95.02%,4.98%,89.27%,7.09%,92.91%,0.04%,4.95%,1.84%,93.17%,2357.9,146.2,32903.4,1777.2,22889.4,165.4,27809.1,32911.9,151.3,146.1,18980.8,19782.7,918.4,18843.4,708.0,20227.9,16116.4,782.3,184.8,20172.4,42161.6,40480.0,44629.6,40686.6,41337.9,40636.9,56055.4,44552.2,34337.4,40600.8
#165,0.06,100000,41313,45687,87000,47200,39800,154,45533,1606,39707,100.00%,41.31%,45.69%,87.00%,47.20%,39.80%,0.15%,45.53%,1.61%,39.71%,100.00%,47.49%,52.51%,87.00%,54.25%,45.75%,0.18%,52.34%,1.85%,45.64%,19302.4,149.3,30550.3,16114.0,29431.0,321.0,27398.6,30560.8,187.9,147.9,10415.5,21047.3,812.5,10421.2,736.5,21906.6,16802.4,754.6,167.9,21896.1,47978.3,41372.5,44777.0,43160.3,44414.8,41672.6,61313.1,44719.3,36555.7,41569.3
#166,,100000,83128,4353,87481,6738,80743,37,4307,2210,80927,100.00%,83.13%,4.35%,87.48%,6.74%,80.74%,0.04%,4.31%,2.21%,80.93%,100.00%,95.02%,4.98%,87.48%,7.70%,92.30%,0.04%,4.92%,2.53%,92.51%,2398.9,139.9,34193.3,1834.4,21842.8,164.7,24837.4,34341.2,162.3,139.5,19992.5,21017.0,988.5,20020.4,642.4,21637.5,17359.0,801.1,155.9,21586.9,42346.1,40686.6,44637.0,40883.2,41061.8,40868.3,61931.0,44474.7,35090.9,40840.6
#167,0.09,100000,40490,45767,86257,47635,38622,230,45547,1894,38586,100.00%,40.49%,45.77%,86.26%,47.64%,38.62%,0.23%,45.55%,1.89%,38.59%,100.00%,46.94%,53.06%,86.26%,55.22%,44.78%,0.27%,52.80%,2.20%,44.73%,20028.5,137.3,30591.0,16295.6,29262.9,302.4,20379.5,30635.9,181.0,135.0,10424.0,21311.4,821.3,10439.6,725.9,22420.1,15280.6,742.4,146.3,22362.5,48230.3,40798.9,44535.2,42781.4,44117.5,41133.4,58371.2,44464.8,36990.7,40985.6
#168,,100000,78003,5333,83336,8284,75052,167,5147,2810,75212,100.00%,78.00%,5.33%,83.34%,8.28%,75.05%,0.17%,5.15%,2.81%,75.21%,100.00%,93.60%,6.40%,83.34%,9.94%,90.06%,0.20%,6.18%,3.37%,90.25%,2898.3,151.4,31449.1,2154.2,19784.6,208.2,23943.5,31802.4,155.8,151.6,21074.0,22383.1,1326.9,21035.6,695.1,23280.7,9291.1,879.0,153.6,23221.2,44109.6,41993.9,45622.6,42226.1,42381.8,42208.9,53220.2,45371.3,37326.8,42169.5
#169,0.12,100000,26249,57113,83362,57293,26069,1348,55855,1191,24968,100.00%,26.25%,57.11%,83.36%,57.29%,26.07%,1.35%,55.86%,1.19%,24.97%,100.00%,31.49%,68.51%,83.36%,68.73%,31.27%,1.62%,67.00%,1.43%,29.95%,25384.4,233.5,31660.0,21764.4,31208.0,1010.0,13819.6,32041.0,172.1,234.0,8815.0,26121.8,1063.8,8954.0,853.5,26757.0,9492.8,859.3,179.6,27451.9,50761.8,43186.1,47168.0,45914.1,46924.9,43692.7,50452.4,47082.1,41169.1,43282.7
#170,,100000,65579,21956,87535,22622,64913,1991,19989,1734,63821,100.00%,65.58%,21.96%,87.53%,22.62%,64.91%,1.99%,19.99%,1.73%,63.82%,100.00%,74.92%,25.08%,87.53%,25.84%,74.16%,2.27%,22.84%,1.98%,72.91%,8115.8,207.9,27722.1,7109.1,26215.8,450.5,15150.4,28941.4,161.9,209.1,18738.3,24607.0,1578.6,18830.9,930.9,25069.0,7326.9,921.5,158.3,25306.4,45465.5,42914.4,47027.3,43946.0,46084.3,43200.8,50360.8,46651.7,38892.5,43035.8
#171,0.24,100000,1190,82079,83269,82968,301,152,81971,1027,119,100.00%,1.19%,82.08%,83.27%,82.97%,0.30%,0.15%,81.97%,1.03%,0.12%,100.00%,1.43%,98.57%,83.27%,99.64%,0.36%,0.18%,98.44%,1.23%,0.14%,37333.5,243.3,32912.3,32445.4,32398.0,45500.2,37065.1,32887.4,208.1,319.3,882.5,3798.0,749.6,793.1,716.5,21902.6,12299.3,725.3,150.9,38342.9,55092.1,44019.4,48030.7,47973.4,47948.9,54723.0,52734.0,48023.1,43568.0,45631.7
#172,,100000,1588,80217,81805,81241,564,290,79948,1354,213,100.00%,1.59%,80.22%,81.81%,81.24%,0.56%,0.29%,79.95%,1.35%,0.21%,100.00%,1.94%,98.06%,81.81%,99.31%,0.69%,0.35%,97.73%,1.66%,0.26%,35787.1,238.8,30879.1,30284.4,30276.0,31484.6,31442.7,30869.1,207.6,402.8,1087.6,7982.1,822.3,961.3,750.2,31365.1,14285.1,763.1,152.7,62343.0,54825.7,41373.9,46143.6,46051.0,46014.1,51360.3,51193.0,46123.8,40866.7,44700.2
#173,0,100000,40719,42933,83652,44159,39493,245,42739,1291,39377,100.00%,40.72%,42.93%,83.65%,44.16%,39.49%,0.25%,42.74%,1.29%,39.38%,100.00%,48.68%,51.32%,83.65%,52.79%,47.21%,0.29%,51.09%,1.54%,47.07%,17415.7,135.7,27049.3,13948.6,26124.6,334.2,23423.7,27038.8,157.5,134.0,9838.9,19797.5,829.9,10062.7,718.8,20510.5,17900.3,730.1,176.0,20467.4,47270.1,40918.3,43976.6,42487.9,43662.4,41174.7,61208.2,43877.7,38024.8,41009.4
#174,0,100000,80583,3864,84447,5683,78764,63,3803,1591,78990,100.00%,80.58%,3.86%,84.45%,5.68%,78.76%,0.06%,3.80%,1.59%,78.99%,100.00%,95.42%,4.58%,84.45%,6.73%,93.27%,0.07%,4.50%,1.88%,93.54%,2063.3,130.1,31250.3,1554.0,20478.2,188.6,27152.2,31301.8,149.0,129.7,15353.7,16180.6,876.6,15480.3,540.4,16558.3,15682.6,620.1,153.3,16504.3,42392.1,41151.3,43956.7,41279.7,41156.0,41288.6,59226.2,43689.4,37290.7,41229.7
#175,0.06,100000,40771,42798,83569,43927,39642,340,42505,1353,39371,100.00%,40.77%,42.80%,83.57%,43.93%,39.64%,0.34%,42.50%,1.35%,39.37%,100.00%,48.79%,51.21%,83.57%,52.56%,47.44%,0.41%,50.86%,1.62%,47.11%,17712.3,134.9,28322.3,14570.4,27284.5,482.0,19249.8,28364.5,151.6,133.4,9384.4,18727.3,773.8,9532.8,636.3,19390.9,15906.5,651.9,133.1,19388.6,47239.7,41176.9,44027.9,42637.0,43669.9,41492.3,58701.0,43906.4,38598.7,41266.5
#176,0.06,100000,81177,4149,85326,5914,79412,173,4011,1655,79487,100.00%,81.18%,4.15%,85.33%,5.91%,79.41%,0.17%,4.01%,1.66%,79.49%,100.00%,95.14%,4.86%,85.33%,6.93%,93.07%,0.20%,4.70%,1.94%,93.16%,2183.0,128.5,30337.9,1597.4,20867.8,162.3,12062.4,30869.3,135.3,128.0,19094.5,20080.7,1241.0,19164.6,632.1,20544.7,10457.4,741.6,159.6,20508.9,41658.6,40499.5,43261.4,40633.8,41071.2,40601.2,49628.2,42993.8,37397.9,40562.5
#177,0.09,100000,39928,42850,82778,43738,39040,710,42235,1475,38358,100.00%,39.93%,42.85%,82.78%,43.74%,39.04%,0.71%,42.23%,1.48%,38.36%,100.00%,48.24%,51.76%,82.78%,52.84%,47.16%,0.86%,51.02%,1.78%,46.34%,17886.5,149.6,28230.9,14685.8,27320.5,530.8,11459.2,28451.5,156.6,147.3,10319.9,20737.1,858.4,10446.9,676.1,21393.6,10448.0,696.2,122.9,21580.2,46988.0,40754.4,43613.7,42234.5,43278.4,41065.1,49687.6,43498.6,38375.8,40853.1
#178,0.09,100000,79818,5716,85534,7125,78409,862,5107,1679,77886,100.00%,79.82%,5.72%,85.53%,7.12%,78.41%,0.86%,5.11%,1.68%,77.89%,100.00%,93.32%,6.68%,85.53%,8.33%,91.67%,1.01%,5.97%,1.96%,91.06%,2410.1,134.9,26638.8,1906.1,20745.0,194.2,5493.3,28930.2,128.7,132.7,18556.6,19706.2,1456.8,18486.6,624.3,20109.7,6877.5,702.8,126.5,20177.0,42084.3,40796.1,43173.4,40955.0,41098.6,40941.9,43881.1,42894.7,36526.6,40890.9
